Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getClass,get:class
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,eval,none
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,getEvaluator,get
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,toString,to:string
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,lambdaHelper,lambda:helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.evaluator.Environment,environment,main.lisp.evaluator.Environment,environment,newChild,new:child
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,lambdaHelper,lambda:helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.evaluator.function.Lambda,lambda,main.lisp.evaluator.function.Lambda,lambda,getArgumentNames,get:argument:names
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,lambdaHelper,lambda:helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.evaluator.Environment,environment,main.lisp.evaluator.Environment,environment,assign,assign
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,lambdaHelper,lambda:helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,lambdaHelper,lambda:helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,lambdaHelper,lambda:helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,lambdaHelper,lambda:helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,lambdaHelper,lambda:helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.evaluator.function.Lambda,lambda,main.lisp.evaluator.function.Lambda,lambda,eval,none
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,functionHelper,function:helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.evaluator.function.Function,function,main.lisp.evaluator.function.Function,function,getLambda,get:lambda
index.BasicExpressionEvaluatorImpl,basic:expression:impl,BasicExpressionEvaluatorImpl,basic:expression:impl,functionHelper,function:helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.evaluator.function.Function,function,main.lisp.evaluator.function.Function,function,getEnvironment,get:environment
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.IntegerAtom,integer:atom,main.lisp.parser.terms.IntegerAtom,integer:atom,getValue,get:value
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.IntegerAtom,integer:atom,main.lisp.parser.terms.IntegerAtom,integer:atom,getValue,get:value
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,String,string,java.lang.String,string,equals,equals
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,newInstance,new:instance
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,String,string,java.lang.String,string,equals,equals
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,newInstance,new:instance
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,String,string,java.lang.String,string,equals,equals
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,newInstance,new:instance
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,main.lisp.parser.terms.TAtomicExpressionFactory,atomic:expression:factory,newInstance,new:instance
index.ArithmeticEvaluatorHelper,arithmetic:helper,ArithmeticEvaluatorHelper,arithmetic:helper,getDifference,get:difference,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
index.QuoteEvaluator,quote,@QuoteEvaluator,quote,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,isAtom,is:atom
index.QuoteEvaluator,quote,@QuoteEvaluator,quote,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.QuoteEvaluator,quote,@QuoteEvaluator,quote,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.QuoteEvaluator,quote,@QuoteEvaluator,quote,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
index.QuoteEvaluator,quote,@QuoteEvaluator,quote,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.FuncallEvaluator,none,@BasicFuncallEvaluator+@FunctionEvaluator,basic:function,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.FuncallEvaluator,none,@BasicFuncallEvaluator+@FunctionEvaluator,basic:function,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,index.FuncallEvaluator,none,@BasicFuncallEvaluator+@FunctionEvaluator,basic:function,evalHelper,helper
index.FuncallEvaluator,none,@BasicFuncallEvaluator+@FunctionEvaluator,basic:function,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.ExpressionFactory,expression:factory,main.lisp.parser.terms.ExpressionFactory,expression:factory,newInstance,new:instance
index.FuncallEvaluator,none,@BasicFuncallEvaluator+@FunctionEvaluator,basic:function,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
index.FuncallEvaluator,none,@BasicFuncallEvaluator+@FunctionEvaluator,basic:function,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
index.FuncallEvaluator,none,@BasicFuncallEvaluator+@FunctionEvaluator,basic:function,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.evaluator.function.Lambda,lambda,main.lisp.evaluator.function.Lambda,lambda,lambdaHelper,lambda:helper
index.FuncallEvaluator,none,@BasicFuncallEvaluator+@FunctionEvaluator,basic:function,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.evaluator.function.Function,function,main.lisp.evaluator.function.Function,function,functionHelper,function:helper
index.OrEvaluator,or,@OrEvaluator,or,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.OrEvaluator,or,@OrEvaluator,or,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,index.OrEvaluator,or,@OrEvaluator,or,evalHelper,helper
index.OrEvaluator,or,@OrEvaluator,or,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,isAtom,is:atom
index.OrEvaluator,or,@OrEvaluator,or,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,isNIL,is:nil
index.OrEvaluator,or,@OrEvaluator,or,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,isNIL,is:nil
index.OrEvaluator,or,@OrEvaluator,or,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
index.OrEvaluator,or,@OrEvaluator,or,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
index.OrEvaluator,or,@OrEvaluator,or,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,index.OrEvaluator,or,@OrEvaluator,or,evalHelper,helper
index.OrEvaluator,or,@OrEvaluator,or,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.OrEvaluator,or,@OrEvaluator,or,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
index.OrEvaluator,or,@OrEvaluator,or,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
index.SetqEvaluator,none,@SetqEvaluator,none,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.SetqEvaluator,none,@SetqEvaluator,none,eval,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,index.SetqEvaluator,none,@SetqEvaluator,none,evalHelper,helper
index.SetqEvaluator,none,@SetqEvaluator,none,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
index.SetqEvaluator,none,@SetqEvaluator,none,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
index.SetqEvaluator,none,@SetqEvaluator,none,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
index.SetqEvaluator,none,@SetqEvaluator,none,evalHelper,helper,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator,identifier:atom:abstract:atom:abstract:expression:basic:expression,main.lisp.parser.terms.IdentifierAtom,identifier:atom,main.lisp.parser.terms.IdentifierAtom,identifier:atom,assign,assign
