Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
26,,Wed Dec 06 12:23:24 EST 2023,BasicExpressionEvaluatorImpl.java,1701883404079,31881,0,(F)2(D)2(I)1(D)2,14.285714285714285,57.14285714285714,0.0,28.57142857142857,0.0,0.0,0.22580645161290322,0.0,0.12903225806451613,0.06451612903225806,0.0,0.0,0.03225806451612903,0.0,[]
27,,Wed Dec 06 12:23:57 EST 2023,EnvironmentImpl.java,1701883437163,-115697,-115697,(F)2(I)2(F)2(I)2,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
28,,Wed Dec 06 12:24:34 EST 2023,EnvironmentImpl.java,1701883474084,89914,0,(I)21,100.0,0.0,0.0,0.0,0.0,0.0,0.23595505617977527,0.0,0.0,0.0,0.0,0.0,0.23595505617977527,0.0,[]
29,,Wed Dec 06 12:26:06 EST 2023,EnvironmentImpl.java,1701883566334,75941,0,(I)7(D)3(F)2(I)1(F)4(D)1(F)1,42.10526315789473,21.052631578947366,0.0,36.84210526315789,0.0,0.0,0.25333333333333335,0.0,0.05333333333333334,0.09333333333333334,0.0,0.0,0.10666666666666667,0.0,[]
30,,Wed Dec 06 12:27:22 EST 2023,EnvironmentImpl.java,1701883642295,34926,0,(F)1(D)1(I)3(D)1(I)1,57.14285714285714,28.57142857142857,0.0,14.285714285714285,0.0,0.0,0.20588235294117646,0.0,0.058823529411764705,0.029411764705882353,0.0,0.0,0.11764705882352941,0.0,[]
31,,Wed Dec 06 12:27:57 EST 2023,EnvironmentImpl.java,1701883677356,32219,0,(I)7(D)1(I)1(F)2,72.72727272727273,9.090909090909092,0.0,18.181818181818183,0.0,0.0,0.34375,0.0,0.03125,0.0625,0.0,0.0,0.25,0.0,[]
32,,Wed Dec 06 12:28:31 EST 2023,EnvironmentImpl.java,1701883711035,28507,0,(D)1(I)1(F)4(I)1(F)2(I)1(F)4(I)1(F)2(I)1,27.77777777777778,5.555555555555555,0.0,66.66666666666666,0.0,0.0,0.6428571428571429,0.0,0.03571428571428571,0.42857142857142855,0.0,0.0,0.17857142857142858,0.0,[]
33,,Wed Dec 06 12:28:59 EST 2023,EnvironmentImpl.java,1701883739546,77470,0,(F)2(D)1(I)1(F)2(I)1(F)2(I)1(F)2(I)1(F)1,28.57142857142857,7.142857142857142,0.0,64.28571428571429,0.0,0.0,0.18181818181818182,0.0,0.012987012987012988,0.11688311688311688,0.0,0.0,0.05194805194805195,0.0,[]
34,,Wed Dec 06 12:30:53 EST 2023,EnvironmentImpl.java,1701883853411,29197,0,(F)1(D)1(I)1(F)2(I)1(F)2(I)1(F)2(I)1(F)2,28.57142857142857,7.142857142857142,0.0,64.28571428571429,0.0,0.0,0.4827586206896552,0.0,0.034482758620689655,0.3103448275862069,0.0,0.0,0.13793103448275862,0.0,[]
35,,Wed Dec 06 12:31:34 EST 2023,EnvironmentImpl.java,1701883894883,3183897,0,(F)8(D)1(I)1(F)4,7.142857142857142,7.142857142857142,0.0,85.71428571428571,0.0,0.0,0.004398366321080742,0.0,3.1416902293433867E-4,0.003770028275212064,0.0,0.0,3.1416902293433867E-4,0.0,[]
36,,Wed Dec 06 13:24:38 EST 2023,EnvironmentImpl.java,1701887078784,188837,0,(I)1(F)4(I)1(F)6(I)2(F)2,25.0,0.0,0.0,75.0,0.0,0.0,0.0851063829787234,0.0,0.0,0.06382978723404255,0.0,0.0,0.02127659574468085,0.0,[]
37,,Wed Dec 06 13:27:47 EST 2023,EnvironmentImpl.java,1701887267621,881701,0,(D)1(I)1(F)2(I)1(F)10,13.333333333333334,6.666666666666667,0.0,80.0,0.0,0.0,0.0170261066969353,0.0,0.0011350737797956867,0.01362088535754824,0.0,0.0,0.0022701475595913734,0.0,[]
